category,series,node,title,code,size,summary,type,updated,files,local
Temporary Signs,Advance Warning Signs (MR-TAW),9575,9120-0358 - Roadworks next km,MR-TAW-18,2800x1850,"Size: 2800 x 1850, Refer to Drawing MR-TAW-18",PDF,16 July 2020,https://www.mainroads.wa.gov.au/49f577/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/9120-0358.pdf | https://www.mainroads.wa.gov.au/49f5dd/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/mr-taw-18.dwg | https://www.mainroads.wa.gov.au/4a9b92/globalassets/images/sign-thumbnails/temporary/advance-warning/mr-taw-18.gif,Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/9120-0358.pdf | Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/mr-taw-18.dwg
Temporary Signs,Advance Warning Signs (MR-TAW),9575,9220-0216 - Road closed access via,MR-TAW-19,,"Size: VARIES, Refer to Drawing MR-TAW-19",PDF,16 July 2020,https://www.mainroads.wa.gov.au/49f584/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/9220-0216.pdf | https://www.mainroads.wa.gov.au/49f5c7/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/mr-taw-19.dwg | https://www.mainroads.wa.gov.au/4a9b82/globalassets/images/sign-thumbnails/temporary/advance-warning/mr-taw-19.gif,Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/9220-0216.pdf | Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/mr-taw-19.dwg
Temporary Signs,Advance Warning Signs (MR-TAW),9575,9220-0288 - Gravel sections,MR-TAW-11,1200x900,"Size: 1200 x 900, Refer to Drawing MR-TAW-11",PDF,16 July 2020,https://www.mainroads.wa.gov.au/49f592/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/9220-0288.pdf | https://www.mainroads.wa.gov.au/49f5a6/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/mr-taw-11.dwg | https://www.mainroads.wa.gov.au/4a9b33/globalassets/images/sign-thumbnails/temporary/advance-warning/mr-taw-11.gif,Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/9220-0288.pdf | Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/mr-taw-11.dwg
Temporary Signs,Advance Warning Signs (MR-TAW),9575,9320-0170 - Road closed permanently,MR-TAW-16,2000x1000,"Size: 2000 x 1000, Refer to Drawing MR-TAW-16",PDF,16 July 2020,https://www.mainroads.wa.gov.au/49f59e/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/9320-0170.pdf | https://www.mainroads.wa.gov.au/49f5b6/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/mr-taw-16.dwg | https://www.mainroads.wa.gov.au/4a9b67/globalassets/images/sign-thumbnails/temporary/advance-warning/mr-taw-16.gif,Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/9320-0170.pdf | Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/mr-taw-16.dwg
Temporary Signs,Advance Warning Signs (MR-TAW),9575,9320-0394 - Modified intersection ahead,MR-TAW-8,2200x2110,"Size: 2200 x 2110, Refer to Drawing MR-TAW-8",PDF,16 July 2020,https://www.mainroads.wa.gov.au/49f585/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/9320-0394.pdf | https://www.mainroads.wa.gov.au/49f668/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/mr-taw-8.dwg | https://www.mainroads.wa.gov.au/4a9c73/globalassets/images/sign-thumbnails/temporary/advance-warning/mr-taw-8.gif,Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/9320-0394.pdf | Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/mr-taw-8.dwg
Temporary Signs,Advance Warning Signs (MR-TAW),9575,9431-1007 - Roadworks ahead,MR-TAW-17,,"Size: VARIES, Refer to Drawing MR-TAW-17",PDF,16 July 2020,https://www.mainroads.wa.gov.au/49f596/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/9431-1007.pdf | https://www.mainroads.wa.gov.au/49f5ce/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/mr-taw-17.dwg | https://www.mainroads.wa.gov.au/4a9b7c/globalassets/images/sign-thumbnails/temporary/advance-warning/mr-taw-17.gif,Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/9431-1007.pdf | Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/mr-taw-17.dwg
Temporary Signs,Advance Warning Signs (MR-TAW),9575,9431-1069 - Modified intersection ahead,MR-TAW-9,3000x2900,"Size: 3000 x 2900, Refer to Drawing MR-TAW-9",PDF,16 July 2020,https://www.mainroads.wa.gov.au/49f5a5/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/9431-1069.pdf | https://www.mainroads.wa.gov.au/49f678/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/mr-taw-9.dwg | https://www.mainroads.wa.gov.au/4a9c85/globalassets/images/sign-thumbnails/temporary/advance-warning/mr-taw-9.gif,Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/9431-1069.pdf | Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/mr-taw-9.dwg
Temporary Signs,Advance Warning Signs (MR-TAW),9575,9948-1057 - New speed limit ahead,MR-TAW-25,900x1200,"Size: 900 x 1200, Refer to Drawing MR-TAW-25",PDF,16 July 2020,https://www.mainroads.wa.gov.au/49f595/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/9948-1057.pdf | https://www.mainroads.wa.gov.au/49f5e6/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/mr-taw-25.dwg | https://www.mainroads.wa.gov.au/4a9b92/globalassets/images/sign-thumbnails/temporary/advance-warning/mr-taw-25.gif,Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/9948-1057.pdf | Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/mr-taw-25.dwg
Temporary Signs,Advance Warning Signs (MR-TAW),9575,MR-TAW-11 - Gravel sections,MR-TAW-11,1200x900,"Size: 1200 x 900, Refer to Drawing 9220-0288",Other,16 July 2020,https://www.mainroads.wa.gov.au/49f5a6/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/mr-taw-11.dwg | https://www.mainroads.wa.gov.au/49f592/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/9220-0288.pdf | https://www.mainroads.wa.gov.au/4a9b33/globalassets/images/sign-thumbnails/temporary/advance-warning/mr-taw-11.gif,Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/mr-taw-11.dwg | Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/9220-0288.pdf
Temporary Signs,Advance Warning Signs (MR-TAW),9575,MR-TAW-13 - Bridgework ahead low clearance,MR-TAW-13,2200x1040,"Size: 2200 x 1040, Refer to Drawing 200631-0009",Other,16 July 2020,https://www.mainroads.wa.gov.au/49f5b9/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/mr-taw-13.dwg | https://www.mainroads.wa.gov.au/49f525/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/200631-0009.pdf | https://www.mainroads.wa.gov.au/4a9b38/globalassets/images/sign-thumbnails/temporary/advance-warning/mr-taw-13.gif,Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/mr-taw-13.dwg | Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/200631-0009.pdf
Temporary Signs,Advance Warning Signs (MR-TAW),9575,MR-TAW-14 - Bridgework ahead wide vehicle,MR-TAW-14,2200x1200,"Size: 2200 x 1200, Refer to Drawing 8720-0729",Other,16 July 2020,https://www.mainroads.wa.gov.au/49f5ca/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/mr-taw-14.dwg | https://www.mainroads.wa.gov.au/49f581/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/8720-0729.pdf | https://www.mainroads.wa.gov.au/4a9b55/globalassets/images/sign-thumbnails/temporary/advance-warning/mr-taw-14.gif,Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/mr-taw-14.dwg | Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/8720-0729.pdf
Temporary Signs,Advance Warning Signs (MR-TAW),9575,MR-TAW-16 - Road closed permanently,MR-TAW-16,2000x1000,"Size: 2000 x 1000, Refer to Drawing 9320-0170",Other,16 July 2020,https://www.mainroads.wa.gov.au/49f5b6/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/mr-taw-16.dwg | https://www.mainroads.wa.gov.au/49f59e/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/9320-0170.pdf | https://www.mainroads.wa.gov.au/4a9b67/globalassets/images/sign-thumbnails/temporary/advance-warning/mr-taw-16.gif,Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/mr-taw-16.dwg | Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/9320-0170.pdf
Temporary Signs,Advance Warning Signs (MR-TAW),9575,MR-TAW-17 - Roadworks ahead,MR-TAW-17,,"Size: VARIES, Refer to Drawing 9431-1007",Other,16 July 2020,https://www.mainroads.wa.gov.au/49f5ce/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/mr-taw-17.dwg | https://www.mainroads.wa.gov.au/49f596/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/9431-1007.pdf | https://www.mainroads.wa.gov.au/4a9b7c/globalassets/images/sign-thumbnails/temporary/advance-warning/mr-taw-17.gif,Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/mr-taw-17.dwg | Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/9431-1007.pdf
Temporary Signs,Advance Warning Signs (MR-TAW),9575,MR-TAW-18 - Roadworks next km,MR-TAW-18,2800x1850,"Size: 2800 x 1850, Refer to Drawing 9120-0358",Other,16 July 2020,https://www.mainroads.wa.gov.au/49f5dd/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/mr-taw-18.dwg | https://www.mainroads.wa.gov.au/49f577/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/9120-0358.pdf | https://www.mainroads.wa.gov.au/4a9b92/globalassets/images/sign-thumbnails/temporary/advance-warning/mr-taw-18.gif,Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/mr-taw-18.dwg | Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/9120-0358.pdf
Temporary Signs,Advance Warning Signs (MR-TAW),9575,MR-TAW-19 - Road closed access via,MR-TAW-19,,"Size: VARIES, Refer to Drawing 9220-0216",Other,16 July 2020,https://www.mainroads.wa.gov.au/49f5c7/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/mr-taw-19.dwg | https://www.mainroads.wa.gov.au/49f584/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/9220-0216.pdf | https://www.mainroads.wa.gov.au/4a9b82/globalassets/images/sign-thumbnails/temporary/advance-warning/mr-taw-19.gif,Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/mr-taw-19.dwg | Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/9220-0216.pdf
Temporary Signs,Advance Warning Signs (MR-TAW),9575,MR-TAW-24 - Fire fighters ahead,MR-TAW-24,1200x900,"Size: 1200 x 900, Refer to Drawing 200031-0492",Other,16 July 2020,https://www.mainroads.wa.gov.au/49f5d8/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/mr-taw-24.dwg | https://www.mainroads.wa.gov.au/49f50f/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/200031-0492.pdf | https://www.mainroads.wa.gov.au/4a9b9e/globalassets/images/sign-thumbnails/temporary/advance-warning/mr-taw-24.gif,Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/mr-taw-24.dwg | Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/200031-0492.pdf
Temporary Signs,Advance Warning Signs (MR-TAW),9575,MR-TAW-25 - New speed limit ahead,MR-TAW-25,900x1200,"Size: 900 x 1200, Refer to Drawing 9948-1057",Other,16 July 2020,https://www.mainroads.wa.gov.au/49f5e6/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/mr-taw-25.dwg | https://www.mainroads.wa.gov.au/49f595/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/9948-1057.pdf | https://www.mainroads.wa.gov.au/4a9b92/globalassets/images/sign-thumbnails/temporary/advance-warning/mr-taw-25.gif,Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/mr-taw-25.dwg | Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/9948-1057.pdf
Temporary Signs,Advance Warning Signs (MR-TAW),9575,MR-TAW-26 - Bush fires ahead,MR-TAW-26,1500x750,"Size: 1500 x 750, Refer to Drawing 200331-0085",Other,16 July 2020,https://www.mainroads.wa.gov.au/49f5f5/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/mr-taw-26.dwg | https://www.mainroads.wa.gov.au/49f51c/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/200331-0085.pdf | https://www.mainroads.wa.gov.au/4a9ba1/globalassets/images/sign-thumbnails/temporary/advance-warning/mr-taw-26.gif,Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/mr-taw-26.dwg | Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/200331-0085.pdf
Temporary Signs,Advance Warning Signs (MR-TAW),9575,MR-TAW-27 - Cyclists,MR-TAW-27,900x600,"Size: 900 x 600, Refer to Drawing 200531-0029",Other,16 July 2020,https://www.mainroads.wa.gov.au/49f5e2/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/mr-taw-27.dwg | https://www.mainroads.wa.gov.au/49f52d/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/200531-0029.pdf | https://www.mainroads.wa.gov.au/4a9bb8/globalassets/images/sign-thumbnails/temporary/advance-warning/mr-taw-27.gif,Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/mr-taw-27.dwg | Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/200531-0029.pdf
Temporary Signs,Advance Warning Signs (MR-TAW),9575,MR-TAW-28 - Runners,MR-TAW-28,900x600,"Size: 900 x 600, Refer to Drawing 200531-0030",Other,16 July 2020,https://www.mainroads.wa.gov.au/49f5f3/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/mr-taw-28.dwg | https://www.mainroads.wa.gov.au/49f515/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/200531-0030.pdf | https://www.mainroads.wa.gov.au/4a9bab/globalassets/images/sign-thumbnails/temporary/advance-warning/mr-taw-28.gif,Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/mr-taw-28.dwg | Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/200531-0030.pdf
Temporary Signs,Advance Warning Signs (MR-TAW),9575,MR-TAW-29 - Wheel barrow race,MR-TAW-29,900x600,"Size: 900 x 600, Refer to Drawing 200531-0031",Other,16 July 2020,https://www.mainroads.wa.gov.au/49f607/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/mr-taw-29.dwg | https://www.mainroads.wa.gov.au/49f523/globalassets/technical-commercial/technical-library/signs-index/temporary-signs/advance-warning-signs-mr-taw/200531-0031.pdf | https://www.mainroads.wa.gov.au/4a9bdf/globalassets/images/sign-thumbnails/temporary/advance-warning/mr-taw-29.gif,Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/mr-taw-29.dwg | Original PDFs/Temporary Signs/Advance Warning Signs MR-TAW/200531-0031.pdf
